"ANNOUNCEMENT_NUMBER","COMPANY_ID","CREATED_ON","BALANCE_DATE","AMOUNT","SHAREHOLDER_FUNDS","INTANGIBLES","EFPO_ISSUED_SHARES","CURRENCY_ID","LAST_EOY_DATE","COY_COMPANY_NO","COA_LAST_MODIFIED","COA_RELEASE_DATETIME","COA_ANN_TYPE","INS_ISIN","INS_ISIN_SUFFIX","INS_INSTR_CODE"
206210,"HBY000000",28/02/2011,31/12/2010,5489000,126701000,57224000,72841563,"NZD",30/06/2010,"HBY000000",28/02/2011,28/02/2011,"HALFYR","NZHBYE0001S8","  ","HBY"
206220,"TUR000000",28/02/2011,31/12/2010,4953000,296450000,18386000,112970877,"NZD",31/12/2009,"TUR000000",28/02/2011,28/02/2011,"FLLYR","NZTURE0002S5","  ","TGG"
206228,"RBC000000",28/02/2011,31/12/2010,-1000000,208000000,85000000,284788155,"USD",30/06/2010,"RBC000000",28/02/2011,28/02/2011,"HALFYR","NZRBCE0001S3","  ","ARB"
206230,"PGC000000",28/02/2011,31/12/2010,-37169000,194627000,29483000,216629610,"NZD",30/06/2010,"PGC000000",28/02/2011,28/02/2011,"HALFYR","NZPGCE0001S6","  ","PGC"
206798,"SAT000000",15/03/2011,31/12/2010,-4809000,30396000,688000,16340361,"NZD",31/12/2009,"SAT000000",15/03/2011,15/03/2011,"FLLYR","NZSATE0001S7","  ","SAT"
206006,"TEN000000",23/02/2011,31/12/2010,0,133000000,67000000,66850661,"USD",30/06/2010,"TEN000000",24/02/2011,24/02/2011,"HALFYR","NZFLCE0020S7","  ","TEN"
206013,"THL000000",23/02/2011,31/12/2010,-1312000,181769000,51473000,98180723,"NZD",30/06/2010,"THL000000",24/02/2011,24/02/2011,"HALFYR","NZHELE0001S9","  ","THL"
206014,"AIR000000",23/02/2011,31/12/2010,98000000,1672000000,49000000,1084814425,"NZD",30/06/2010,"AIR000000",24/02/2011,24/02/2011,"HALFYR","NZAIRE0001S2","  ","AIR"
206017,"NPX000000",23/02/2011,31/12/2010,32415000,544997000,150188000,195060783,"NZD",30/06/2010,"NPX000000",24/02/2011,24/02/2011,"HALFYR","NZNPXE0001S8","  ","NPX"
206021,"AIA000000",23/02/2011,31/12/2010,65493000,1945898,0,1310392831,"NZD",30/06/2010,"AIA000000",02/04/2014,24/02/2011,"HALFYR","NZAIAE0002S6","  ","AIA"
206023,"POT000000",23/02/2011,31/12/2010,28398000,670527000,18335000,134079596,"NZD",30/06/2010,"POT000000",17/10/2016,24/02/2011,"HALFYR","NZPOTE0003S0","  ","POT"
206029,"IMP000000",23/02/2011,31/12/2010,24628000,314619000,0,287371428,"NZD",30/06/2010,"IMP000000",24/02/2011,24/02/2011,"HALFYR","NZCHPE0001S4","  ","VHP"
206033,"PBG000000",23/02/2011,31/12/2010,-206135000,1173987000,1082860000,931386248,"AUD",30/06/2010,"PBG000000",24/02/2011,24/02/2011,"HALFYR","AU000000PBG6","  ","PBG"
206059,"SAM000000",14/01/2013,31/12/2010,503964,19187565,0,20881695,"NZD",30/06/2010,"SAM000000",24/02/2011,24/02/2011,"HALFYR","NZSAME0001S2","  ","GSH"
206063,"EBO000000",24/02/2011,31/12/2010,19797000,192365000,138270000,51811236,"NZD",30/06/2010,"EBO000000",24/02/2011,24/02/2011,"HALFYR","NZEBOE0001S6","  ","EBO"
206235,"BPL000000",28/02/2011,31/12/2010,-206569,806060,656221,22381900,"AUD",30/06/2010,"BPL000000",01/03/2011,01/03/2011,"HALFYR","NZBPLE0001S8","  ","BPL"
206237,"WDT000000",28/02/2011,31/12/2010,-14847000,18268000,2807000,673663985,"NZD",31/12/2009,"WDT000000",01/03/2011,01/03/2011,"FLLYR","NZWDTE0002S1","  ","WDT"
206268,"PPL000000",02/03/2011,31/01/2011,8058000,60229000,10004000,167636408,"NZD",31/07/2010,"PPL000000",01/03/2011,01/03/2011,"HALFYR","NZPPLE0001S8","  ","PPL"
206084,"GPG000000",30/03/2011,31/12/2010,46000000,993000000,180000000,1818561824,"GBP",31/12/2009,"GPG000000",25/02/2011,25/02/2011,"FLLYR","GB00B4YZN328","  ","COA"
206088,"VCT000000",24/02/2011,31/12/2010,99890000,2101023000,1607296000,995755077,"NZD",30/06/2010,"VCT000000",25/02/2011,25/02/2011,"HALFYR","NZVCTE0001S7","  ","VCT"
206089,"MET000000",24/02/2011,31/12/2010,1955000,507347000,520000,122448541,"NZD",30/06/2010,"MET000000",25/02/2011,25/02/2011,"HALFYR","NZMETE0001S2","  ","MET"
206100,"APN000000",28/02/2011,31/12/2010,93756000,962033000,1573998000,606084019,"AUD",31/12/2009,"APN000000",25/02/2011,25/02/2011,"FLLYR","AU000000APN4","  ","APN"
206123,"CMO000000",25/02/2011,31/12/2010,3705000,116164000,2121000,32694547,"NZD",30/06/2010,"CMO000000",25/02/2011,25/02/2011,"HALFYR","NZCMOE0001S7","  ","CMO"
206128,"CUE000000",28/02/2011,31/12/2010,1329000,100756000,0,693319718,"AUD",30/06/2010,"CUE000000",25/02/2011,25/02/2011,"HALFYR","AU000000CUE9","  ","CUE"
206131,"TPC000000",27/02/2011,31/12/2010,-142000,19469000,2986000,70606864,"AUD",30/06/2010,"TPC000000",25/02/2011,25/02/2011,"HALFYR","AU000000TAG0","  ","TPC"
206666,"STH000000",09/03/2011,31/12/2010,-85000,6562000,3223000,25343741,"NZD",30/06/2010,"STH000000",10/03/2011,10/03/2011,"HALFYR","NZSTHE0001S2","  ","STH"
205858,"CEN000000",21/02/2011,31/12/2010,83696000,2859431000,307562000,617069897,"NZD",30/06/2010,"CEN000000",22/02/2011,22/02/2011,"HALFYR","NZCENE0001S6","  ","CEN"
205862,"CCC000000",21/02/2011,31/12/2010,7931535,77156395,50739096,63632700,"EUR",31/12/2009,"CCC000000",22/02/2011,22/02/2011,"FLLYR","NZMSLE0001S9","  ","CCC"
205876,"DIL000000",21/02/2011,31/12/2010,2080944,88433,0,81968000,"USD",31/12/2009,"DIL000000",22/02/2011,22/02/2011,"FLLYR","NZDILE0001S9","  ","DIL"
205893,"BRM000000",22/02/2011,31/12/2010,20770000,103757000,0,107328934,"NZD",30/06/2010,"BRM000000",22/02/2011,22/02/2011,"HALFYR","NZBRME0001S2","  ","BRM"
205894,"MLN000000",22/02/2011,31/12/2010,5265000,109746000,0,101210258,"NZD",30/06/2010,"MLN000000",22/02/2011,22/02/2011,"HALFYR","NZMLNE0001S0","  ","MLN"
207123,"INP000000",22/03/2011,31/12/2010,53600000,52100000,277200000,791639114,"EUR",31/12/2009,"INP000000",23/03/2011,23/03/2011,"FLLYR","IE0004614818","  ","INP"
207264,"PPG000000",25/03/2011,31/01/2011,-1005000,16703000,1002000,40000000,"NZD",31/07/2010,"PPG000000",25/03/2011,25/03/2011,"HALFYR","NZPPGE0001S8","  ","PPG"
207268,"SCT000000",25/03/2011,28/02/2011,1589000,21958000,7515000,31585461,"NZD",31/08/2010,"SCT000000",25/03/2011,25/03/2011,"HALFYR","NZSCTE0001S3","  ","SCT"
206850,"BTU000000",05/03/2012,31/12/2010,-15562000,114315000,0,608885313,"AUD",30/06/2010,"BTU000000",16/03/2011,16/03/2011,"INTERIM","AU000000BTU9","  ","BTU"
206875,"WTL000000",15/03/2011,31/12/2010,-4336000,5183000,2611000,15718264,"NZD",30/06/2010,"WTL000000",16/03/2011,16/03/2011,"HALFYR","NZWTLE0001S6","  ","WTL"
206925,"OMG000000",16/03/2011,31/12/2010,202000,7850000,0,414550000,"USD",30/06/2010,"OMG000000",17/03/2011,17/03/2011,"HALFYR","NZRLVE0001S2","  ","MEE"
206926,"RIS000000",18/03/2011,31/12/2010,-472000,8760000,3939000,557934826,"AUD",30/06/2010,"RIS000000",17/03/2011,17/03/2011,"HALFYR","NZHSIE0001S5","  ","CGL"
206929,"KMD000000",17/03/2011,31/01/2011,10510000,235210000,247205000,200000000,"NZD",30/07/2010,"KMD000000",17/03/2011,17/03/2011,"HALFYR","NZKMDE0001S3","  ","KMD"
207187,"HLG000000",24/03/2011,01/02/2011,7136000,58906000,577000,59649061,"NZD",01/08/2010,"HLG000000",24/03/2011,24/03/2011,"HALFYR","NZHLGE0001S4","  ","HLG"
207191,"WEL000000",24/03/2011,31/12/2010,-212000,2120000,0,15688956,"NZD",30/06/2010,"WEL000000",24/03/2011,24/03/2011,"HALFYR","NZWELE0002S6","  ","WEL14"
208590,"ANZ000000",03/05/2011,31/03/2011,2664000000,35060000000,6632000000,2596414163,"AUD",30/09/2010,"ANZ000000",03/05/2011,03/05/2011,"HALFYR","AU000000ANZ3","  ","ANZ"
208525,"GEL000000",02/05/2011,31/12/2010,17809000,16651000,0,56471359,"CAD",31/12/2010,"GEL000000",24/03/2014,02/05/2011,"FLLYR","CA03718T1030","  ","AXG17"
208653,"KRK000000",04/05/2011,28/02/2011,380000,20716000,161000,10250000,"NZD",31/08/2010,"KRK000000",04/05/2011,04/05/2011,"HALFYR","NZKRKE0002S5","  ","KRK"
208659,"WBC000000",09/06/2011,31/03/2011,3961000000,40196000000,11595000000,3008825429,"AUD",30/09/2010,"WBC000000",04/05/2011,04/05/2011,"HALFYR","AU000000WBC1","  ","WBC"
207788,"RBD000000",08/04/2011,28/02/2011,24312000,58895000,22173000,97762866,"NZD",28/02/2010,"RBD000000",07/04/2011,07/04/2011,"FLLYR","NZRBDE0001S1","  ","RBD"
209113,"WFD000000",16/05/2011,31/03/2011,582000,113806000,22989000,14162777,"NZD",31/03/2010,"WFD000000",16/05/2011,16/05/2011,"FLLYR","NZWFDE0001S2","  ","ACY"
209139,"IFT000000",18/05/2011,31/03/2011,64500000,999400000,308900000,602806392,"NZD",31/03/2010,"IFT000000",17/05/2011,17/05/2011,"FLLYR","NZIFTE0003S3","  ","IFT"
209412,"AWF000000",24/05/2011,31/03/2011,3198000,19617000,15046000,26125503,"NZD",31/03/2010,"AWF000000",24/05/2011,24/05/2011,"FLLYR","NZAWFE0001S8","  ","AWF"
209347,"DNZ000000",22/05/2011,31/03/2011,-35112000,382309000,3000000,246576090,"NZD",31/03/2010,"DNZ000000",23/05/2011,23/05/2011,"FLLYR","NZDNZE0001S9","  ","STR"
209461,"FPH000000",24/05/2011,31/03/2011,52466000,313291000,5390000,520453173,"NZD",31/03/2010,"FPH000000",25/05/2011,25/05/2011,"FLLYR","NZFAPE0001S2","  ","FPH"
209481,"SAN000000",25/05/2011,31/03/2011,13095000,552510000,510845000,93626735,"NZD",30/09/2010,"SAN000000",25/05/2011,25/05/2011,"HALFYR","NZSANE0001S0","  ","SAN"
209495,"MFT000000",25/05/2011,31/03/2011,25715000,305646000,133171000,98469190,"NZD",31/03/2010,"MFT000000",26/05/2011,26/05/2011,"FLLYR","NZMFTE0001S9","  ","MFT"
209508,"CDN000000",26/05/2011,31/03/2011,84100000,1258700000,0,58222551,"GBP",31/03/2010,"CDN000000",26/05/2011,26/05/2011,"FLLYR","GB0001639920","  ","CDN"
209530,"SPY000000",26/05/2011,31/03/2011,107000,17435000,5350000,1203713912,"NZD",31/03/2010,"SPY000000",26/05/2011,26/05/2011,"FLLYR","NZDMBE0001S2","  ","SPY"
209531,"ECO000000",26/05/2011,31/03/2011,-4011000,12930000,17831000,51175576,"NZD",31/03/2010,"ECO000000",26/05/2011,26/05/2011,"FLLYR","NZECOE0001S4","  ","TIL"
208015,"HFL000000",14/04/2011,28/02/2011,10944000,297095000,0,99130564,"GBP",31/08/2010,"HFL000000",14/04/2011,14/04/2011,"HALFYR","JE00B1GXH751","  ","HFL"
209179,"RAK000000",18/05/2011,31/03/2011,8826000,199619000,35955000,191038000,"NZD",31/03/2010,"RAK000000",18/05/2011,18/05/2011,"FLLYR","NZRAKE0001S8","  ","RAK"
209180,"KPG000000",18/05/2011,31/03/2011,-26406000,1042865000,0,972581998,"NZD",31/03/2010,"KPG000000",22/12/2014,18/05/2011,"FLLYR","NZKPGE0001S9","  ","KPG"
209197,"GMT000000",18/05/2011,31/03/2011,36700000,892100000,6900000,921270820,"NZD",31/03/2010,"GMT000000",18/05/2011,18/05/2011,"FLLYR","NZCPTE0001S9","  ","GMT"
209540,"FPA000000",29/05/2011,31/03/2011,33545000,614948000,210948000,724235162,"NZD",31/03/2010,"FPA000000",27/05/2011,27/05/2011,"FLLYR","NZFPAE0001S2","  ","FPA"
209554,"EUT000000",27/05/2011,31/03/2011,25269000,295444000,0,42400748,"GBP",30/09/2010,"EUT000000",27/05/2011,27/05/2011,"HALFYR","GB0003295010","  ","EUT"
209558,"TWR000000",27/05/2011,31/03/2011,12779000,444347000,61677000,263603448,"NZD",30/09/2010,"TWR000000",27/05/2011,27/05/2011,"HALFYR","NZTWRE0011S2","  ","TWR"
209571,"PEB000000",27/05/2011,31/03/2011,-3123000,2714000,0,172158021,"NZD",31/03/2010,"PEB000000",27/05/2011,27/05/2011,"FLLYR","NZPEBE0002S1","  ","PEB"
209572,"SLG000000",27/05/2011,31/03/2011,-3582408,10750928,268136,124190190,"NZD",31/03/2010,"SLG000000",27/05/2011,27/05/2011,"FLLYR","NZIGVE0001S1","  ","FMS"
209573,"PHB000000",27/05/2011,31/03/2011,5161000,43326000,1146000,99806000,"NZD",31/03/2010,"PHB000000",27/05/2011,27/05/2011,"FLLYR","NZBDOE0001S8","  ","GXH"
209575,"TNZ000000",27/05/2011,31/03/2011,4166000,68230000,0,76901254,"NZD",31/03/2010,"TNZ000000",02/11/2016,27/05/2011,"FLLYR","NZTNZE0002S3","  ","TNZ"
209576,"MDZ000000",27/05/2011,31/03/2011,410000,35724000,0,16615488,"NZD",31/03/2010,"MDZ000000",02/11/2016,27/05/2011,"FLLYR","NZMDZE0002S9","  ","MDZ"
209577,"OZY000000",27/05/2011,31/03/2011,5413000,110067000,0,28041665,"NZD",31/03/2010,"OZY000000",02/11/2016,27/05/2011,"FLLYR","NZOZYE0002S1","  ","OZY"
209578,"FNZ000000",27/05/2011,31/03/2011,3078000,82420000,0,61905667,"NZD",31/03/2010,"FNZ000000",02/11/2016,27/05/2011,"FLLYR","NZFNZE0002S2","  ","FNZ"
209579,"MZY000000",27/05/2011,31/03/2011,3899000,57353000,0,9868918,"NZD",31/03/2010,"MZY000000",02/11/2016,27/05/2011,"FLLYR","NZMZYE0002S5","  ","MZY"
209311,"KFL000000",24/05/2011,31/03/2011,9378000,101527000,0,90014923,"NZD",31/03/2010,"KFL000000",20/05/2011,20/05/2011,"FLLYR","NZKFLE0001S0","  ","KFL"
209317,"WEN000000",23/05/2011,31/03/2011,-629491,4603186,4282740,34526660,"NZD",31/03/2010,"WEN000000",20/05/2011,20/05/2011,"FLLYR","NZWENE0003S0","  ","CRP17"
209324,"CVT000000",22/05/2011,31/03/2011,503000,72264000,43435000,28174000,"NZD",31/03/2010,"CVT000000",20/05/2011,20/05/2011,"FLLYR","NZCVTE0001S7","  ","CVT"
209537,"ZIN000000",27/05/2011,31/03/2011,524000,5145000,3086000,54413413,"NZD",31/03/2010,"ZIN000000",26/05/2011,26/05/2011,"FLLYR","NZZINE0001S8","  ","ZIN"
209610,"MVN000000",29/05/2011,31/03/2011,4749000,50547000,38315000,66606265,"NZD",31/03/2010,"MVN000000",30/05/2011,30/05/2011,"FLLYR","NZMVNE0001S9","  ","MVN"
209627,"NAP000000",30/05/2011,31/03/2011,-14667000,94966000,0,161920433,"NZD",31/03/2010,"NAP000000",30/05/2011,30/05/2011,"FLLYR","NZNAPE0007S3","  ","APL"
209637,"HED000000",30/05/2011,31/03/2011,5898000,55804000,1712000,24991385,"NZD",31/03/2010,"HED000000",30/05/2011,30/05/2011,"FLLYR","NZBOPE0001S2","  ","HED"
209638,"WID000000",30/05/2011,31/03/2011,3037000,7925000,425000,23490449,"NZD",31/03/2010,"WID000000",30/05/2011,30/05/2011,"FLLYR","NZNZIE0007S5","  ","SMW"
209639,"MOW000000",30/05/2011,31/03/2011,-39000,4179000,697000,1155523,"NZD",31/03/2010,"MOW000000",30/05/2011,30/05/2011,"FLLYR","NZMOWE0001S5","  ","TLL"
209640,"FIN000000",30/05/2011,31/03/2011,545151,2892565,2402672,8300000,"NZD",31/03/2010,"FIN000000",30/05/2011,30/05/2011,"FLLYR","NZFINE0001S0","  ","FIN"
209642,"TRS000000",30/05/2011,31/03/2011,-62000,-73000,0,1107396153,"NZD",31/03/2010,"TRS000000",30/05/2011,30/05/2011,"FLLYR","NZECHE0001S8","  ","TRS"
209647,"GEF000000",30/05/2011,31/03/2011,0,0,0,147000000,"NZD",31/03/2010,"GEF000000",30/05/2011,30/05/2011,"FLLYR","NZGEFD0010L1","  ","ZEL010"
209648,"HGD000000",31/05/2011,31/03/2011,-851291,10087613,0,343553188,"NZD",31/03/2010,"HGD000000",30/05/2011,30/05/2011,"FLLYR","NZHERE0001S6","  ","NTL"
209650,"ING000000",31/05/2011,31/03/2011,26902000,511732000,0,549185775,"NZD",31/03/2010,"ING000000",31/05/2011,31/05/2011,"FLLYR","NZARGE0010S7","  ","ARG"
209659,"CER000000",31/05/2011,31/03/2011,-334000,1075000,0,251233227,"NZD",31/03/2010,"CER000000",31/05/2011,31/05/2011,"FLLYR","NZRSAE0001S1","  ","SEA"
209660,"NZF000000",31/05/2011,31/03/2011,-4767000,10260000,9983000,109957622,"NZD",31/03/2010,"NZF000000",31/05/2011,31/05/2011,"FLLYR","NZNZFE0001S4","  ","BGI"
209671,"DPC000000",02/06/2011,31/03/2011,14097000,25767000,1200000,175483122,"NZD",31/03/2010,"DPC000000",31/05/2011,31/05/2011,"FLLYR","NZVNLE0001S1","  ","TRA"
208910,"RNS000000",10/05/2011,31/03/2011,-889000,12519000,8906000,45696520,"NZD",30/09/2010,"RNS000000",10/05/2011,10/05/2011,"HALFYR","NZTMPE0001S8","  ","RNS"
209241,"RYM000000",18/05/2011,31/03/2011,100177000,565830000,0,497385400,"NZD",31/03/2010,"RYM000000",19/05/2011,19/05/2011,"FLLYR","NZRYME0001S4","  ","RYM"
209038,"KPF000000",03/11/2011,31/03/2011,4835000,63861000,0,81570807,"NZD",31/03/2011,"KPF000000",13/05/2011,13/05/2011,"FLLYR","NZKPFE0001S1","  ","AUG"
209073,"BLT000000",16/05/2011,31/03/2011,-1385038,52011,2204645,138846586,"NZD",31/03/2010,"BLT000000",13/05/2011,13/05/2011,"FLLYR","NZBLTE0002S8","  ","BLT"
210736,"SCY000000",29/06/2011,30/04/2011,1892000,46347000,3032000,52956884,"NZD",30/04/2010,"SCY000000",29/06/2011,29/06/2011,"FLLYR","NZSCYE0001S3","  ","SCY"
210125,"CYT000000",13/06/2011,31/03/2011,-4013545,1469986,0,126189220,"NZD",31/03/2010,"CYT000000",13/06/2011,13/06/2011,"FLLYR","NZROCE0001S6","  ","CYT"
210062,"BFW000000",10/06/2011,31/03/2011,33513,3228000,147000,53407647,"NZD",31/03/2010,"BFW000000",10/06/2011,10/06/2011,"FLLYR","NZBFWE0001S6","  ","BFG"
210351,"FCS000000",20/06/2011,30/04/2011,35750000,241604000,0,40100990,"GBP",30/04/2010,"FCS000000",21/06/2011,21/06/2011,"FLLYR","GB0000175058","  ","FCS"
209826,"JFJ000000",07/06/2011,30/03/2011,22252000,323612000,0,161318078,"GBP",29/09/2010,"JFJ000000",03/06/2011,03/06/2011,"HALFYR","GB0001740025","  ","JFJ"
209277,"XRO000000",20/05/2011,31/03/2011,-7487000,21688000,4773000,90333000,"NZD",31/03/2010,"XRO000000",20/05/2011,20/05/2011,"FLLYR","NZXROE0001S2","  ","XRO"
210455,"BIT000000",22/06/2011,30/04/2011,49677000,544814000,0,111075839,"GBP",31/10/2010,"BIT000000",23/06/2011,23/06/2011,"HALFYR","GB0000767003","  ","BIT"
211613,"AFI000000",25/07/2011,30/06/2011,233234000,4234232000,0,1016903202,"AUD",30/06/2010,"AFI000000",25/07/2011,25/07/2011,"FLLYR","AU000000AFI5","  ","AFI"
210177,"TEM000000",14/06/2011,30/03/2011,334663000,2368392000,0,329864352,"GBP",30/03/2010,"TEM000000",15/06/2011,15/06/2011,"FLLYR","GB0008829292","  ","TEM"
210178,"IRG000000",14/06/2011,31/03/2011,-1018924,-357399,126096,233309960,"NZD",31/03/2010,"IRG000000",15/06/2011,15/06/2011,"FLLYR","NZVIKE0002S1","  ","AFC"
210179,"FMG000000",14/06/2011,31/03/2011,-530000,-1101000,167000,83112913,"NZD",31/03/2010,"FMG000000",15/06/2011,15/06/2011,"FLLYR","NZSMRE0001S6","  ","PLX"
210157,"CFG000000",14/06/2011,31/03/2011,-775000,-4084478,0,24576953,"NZD",31/03/2010,"CFG000000",14/06/2011,14/06/2011,"FLLYR","NZCFGE0001S7","  ","CGF"
210166,"JTM000000",14/06/2011,31/03/2011,485000,3634000,5371000,19833333,"NZD",31/03/2010,"JTM000000",14/06/2011,14/06/2011,"FLLYR","NZJTME0001S1","  ","JTM"
210171,"PLU000000",14/06/2011,31/03/2011,-6627426,-5384608,406053,30862516,"NZD",31/03/2010,"PLU000000",14/06/2011,14/06/2011,"FLLYR","NZPLUE0001S8","  ","PLE"
210172,"GFL000000",14/06/2011,31/03/2011,-8649000,10585000,689000,169287110,"NZD",31/03/2010,"GFL000000",14/06/2011,14/06/2011,"FLLYR","NZGFLE0001S8","  ","GFL"
211948,"CDI000000",02/08/2011,30/06/2011,1206000,95400000,0,260883418,"NZD",31/12/2010,"CDI000000",02/08/2011,02/08/2011,"HALFYR","NZKGLE0001S8","  ","CDI"
211951,"MCK000000",02/08/2011,30/06/2011,4273000,402896000,3284000,349268439,"NZD",31/12/2010,"MCK000000",15/07/2014,02/08/2011,"HALFYR","NZMCKE0004S9","  ","MCK"
212235,"DIL000000",09/08/2011,30/06/2011,822308,1312992,0,82018001,"USD",31/12/2010,"DIL000000",10/08/2011,10/08/2011,"HALFYR","NZDILE0001S9","  ","DIL"
212444,"CMO000000",16/08/2011,30/06/2011,8184000,114815000,0,32694547,"NZD",30/06/2010,"CMO000000",16/08/2011,16/08/2011,"FLLYR","NZCMOE0001S7","  ","CMO"
212473,"FBU000000",17/08/2011,30/06/2011,283000000,3666000000,1828000000,678573570,"NZD",30/06/2010,"FBU000000",17/08/2011,17/08/2011,"FLLYR","NZFBUE0001S0","  ","FBU"
211779,"OGC000000",03/10/2011,30/06/2011,18919000,476303000,0,262590386,"USD",31/12/2010,"OGC000000",29/07/2011,29/07/2011,"HALFYR","CA6752221037","  ","OGC"
211783,"FCT000000",28/07/2011,30/06/2011,82165000,2156802000,0,595472016,"GBP",31/12/2010,"FCT000000",29/07/2011,29/07/2011,"HALFYR","GB0003466074","  ","FCT"
212280,"APT000000",10/08/2011,30/06/2011,10400000,882400000,0,997069794,"NZD",30/06/2010,"APT000000",11/08/2011,11/08/2011,"FLLYR","NZAPTE0001S3","  ","PCT"
212287,"TLS000000",11/08/2011,30/06/2011,3231000000,12074000000,7627000000,12443074360,"AUD",30/06/2010,"TLS000000",11/08/2011,11/08/2011,"FLLYR","AU000000TLS2","  ","TLS"
212293,"STU000000",11/08/2011,30/06/2011,17041000,151971000,19903000,88372240,"NZD",30/06/2010,"STU000000",11/08/2011,11/08/2011,"FLLYR","NZSUTE0001S5","  ","STU"
212474,"SKC000000",16/08/2011,30/06/2011,122960000,774816000,410412000,576958340,"NZD",30/06/2010,"SKC000000",17/08/2011,17/08/2011,"FLLYR","NZSKCE0001S2","  ","SKC"
212580,"TEL000000",18/08/2011,30/06/2011,164000000,2306000000,1094000000,1924665206,"NZD",30/06/2010,"TEL000000",19/08/2011,19/08/2011,"FLLYR","NZTELE0001S4","  ","SPK"
212188,"OIC000000",09/08/2011,30/06/2011,11303000,103324000,47621000,147764749,"NZD",31/12/2010,"OIC000000",09/08/2011,09/08/2011,"HALFYR","NZOICE0001S5","  ","OIC"
212528,"POT000000",18/08/2011,30/06/2011,58425000,700252000,17720000,134095196,"NZD",30/06/2010,"POT000000",17/10/2016,18/08/2011,"FLLYR","NZPOTE0003S0","  ","POT"
212531,"TUA000000",18/08/2011,30/06/2011,1630000,18159000,761000,27375271,"NZD",31/12/2010,"TUA000000",18/08/2011,18/08/2011,"HALFYR","NZTUAE0002S1","  ","TUA"
213202,"EWC000000",31/08/2011,30/06/2011,27114000,448693000,0,1561166672,"USD",30/06/2010,"EWC000000",31/08/2011,31/08/2011,"FLLYR","AU000000EWC5","  ","EWC"
213331,"WSI000000",02/09/2011,30/06/2011,6636000,35608000,6145000,68988000,"NZD",30/06/2010,"WSI000000",02/09/2011,02/09/2011,"FLLYR","NZWSIE0001S4","  ","WSI"
212861,"DGL000000",24/08/2011,30/06/2011,32722000,167656000,0,101130192,"NZD",30/06/2010,"DGL000000",25/08/2011,25/08/2011,"FLLYR","NZDGLE0001S3","  ","DGL"
212874,"AIR000000",24/08/2011,30/06/2011,81000000,1504000000,56000000,1090833451,"NZD",30/06/2010,"AIR000000",25/08/2011,25/08/2011,"FLLYR","NZAIRE0001S2","  ","AIR"
212879,"THL000000",24/08/2011,30/06/2011,-27344000,156027000,23510000,98180723,"NZD",30/06/2010,"THL000000",25/08/2011,25/08/2011,"FLLYR","NZHELE0001S9","  ","THL"
212886,"SKL000000",25/08/2011,30/06/2011,16530000,110325000,49801000,192805807,"NZD",30/06/2010,"SKL000000",25/08/2011,25/08/2011,"FLLYR","NZSKXE0001S8","  ","SKL"
212918,"TTK000000",25/08/2011,30/06/2011,4804000,26882000,17038000,23037957,"NZD",30/06/2010,"TTK000000",25/08/2011,25/08/2011,"FLLYR","NZTTKE0001S4","  ","VTL"
212919,"SPN000000",25/08/2011,30/06/2011,6258000,28827000,0,26234898,"NZD",30/06/2010,"SPN000000",25/08/2011,25/08/2011,"FLLYR","NZSPNE0001S8","  ","SPN"
212922,"LPC000000",25/08/2011,30/06/2011,24111000,155203000,3645000,102261279,"NZD",30/06/2010,"LPC000000",25/08/2011,25/08/2011,"FLLYR","NZLPCE0001S6","  ","LPC"
212930,"HRP000000",25/08/2011,30/06/2011,-10154000,342602000,0,161376407,"GBP",31/12/2010,"HRP000000",26/08/2011,26/08/2011,"HALFYR","GB0008710799","  ","ATR"
212948,"GPG000000",25/08/2011,30/06/2011,13000000,999000000,175000000,1822959937,"GBP",31/12/2010,"GPG000000",26/08/2011,26/08/2011,"HALFYR","GB00B4YZN328","  ","COA"
212958,"NTH000000",26/08/2011,30/06/2011,4727316,123806961,0,41300651,"NZD",30/06/2010,"NTH000000",26/08/2011,26/08/2011,"FLLYR","NZNTHE0001S3","  ","MMH"
212961,"VCT000000",25/08/2011,30/06/2011,201366000,2093497000,1612122000,995755077,"NZD",30/06/2010,"VCT000000",26/08/2011,26/08/2011,"FLLYR","NZVCTE0001S7","  ","VCT"
212968,"WDT000000",26/08/2011,30/06/2011,-7834000,18885000,2569000,67366450,"NZD",31/12/2010,"WDT000000",26/08/2011,26/08/2011,"FLLYR","NZWDTE0002S1","  ","WDT"
212969,"SKT000000",26/08/2011,30/06/2011,120078000,1296729000,1455359000,389139785,"NZD",30/06/2010,"SKT000000",26/08/2011,26/08/2011,"FLLYR","NZSKTE0001S6","  ","SKT"
212702,"NZR000000",22/08/2011,30/06/2011,31181000,603299000,4229000,280000000,"NZD",31/12/2010,"NZR000000",22/08/2011,22/08/2011,"HALFYR","NZNZRE0001S9","  ","NZR"
212984,"NEW000000",26/08/2011,30/06/2011,2339000,22955000,5565000,234924584,"NZD",30/06/2010,"NEW000000",26/08/2011,26/08/2011,"FLLYR","NZEOLE0001S5","  ","NEW"
