Date,Ticker,Price,Prev250day,Prev250dayPrice,Prev250dayReturn,Next250day,Next250dayPrice,Next250dayReturn
21/09/2010,ABA.NZ,3.4862911701202393,,,,07/09/2011,2.9360010623931885,-0.15784398975145608
22/09/2010,ABA.NZ,3.4862911701202393,,,,08/09/2011,2.9500465393066406,-0.1538152164138098
23/09/2010,ABA.NZ,3.4527721405029297,,,,09/09/2011,2.9640989303588867,-0.14153068614393505
24/09/2010,ABA.NZ,3.4527721405029297,,,,12/09/2011,2.9640989303588867,-0.14153068614393505
27/09/2010,ABA.NZ,3.513110399246216,,,,13/09/2011,2.9711172580718994,-0.15427728695648402
28/09/2010,ABA.NZ,3.4862911701202393,,,,14/09/2011,2.9851696491241455,-0.14374058176523752
29/09/2010,ABA.NZ,3.5399296283721924,,,,15/09/2011,2.9851696491241455,-0.15671497388018663
30/09/2010,ABA.NZ,3.51981782913208,,,,16/09/2011,2.9219563007354736,-0.1698558156755594
01/10/2010,ABA.NZ,3.51981782913208,,,,19/09/2011,2.9149296283721924,-0.17185213273069921
04/10/2010,ABA.NZ,3.506404161453247,,,,20/09/2011,2.8798067569732666,-0.17870085010972725
05/10/2010,ABA.NZ,3.4862911701202393,,,,21/09/2011,2.9149296283721924,-0.16388807298856256
06/10/2010,ABA.NZ,3.51981782913208,,,,22/09/2011,2.9149296283721924,-0.17185213273069921
07/10/2010,ABA.NZ,3.51981782913208,,,,23/09/2011,2.9149296283721924,-0.17185213273069921
08/10/2010,ABA.NZ,3.51981782913208,,,,26/09/2011,2.8236196041107178,-0.19779382309482518
11/10/2010,ABA.NZ,3.51981782913208,,,,27/09/2011,2.8446907997131348,-0.19180737816349402
12/10/2010,ABA.NZ,3.51981782913208,,,,28/09/2011,2.851716995239258,-0.18981119658046708
13/10/2010,ABA.NZ,3.51981782913208,,,,29/09/2011,2.8446907997131348,-0.19180737816349402
14/10/2010,ABA.NZ,3.4862911701202393,,,,30/09/2011,2.8727874755859375,-0.17597603430041175
15/10/2010,ABA.NZ,3.513110399246216,,,,03/10/2011,2.80956768989563,-0.20026205538588837
18/10/2010,ABA.NZ,3.51981782913208,,,,04/10/2011,2.80956768989563,-0.2017860507887661
19/10/2010,ABA.NZ,3.51981782913208,,,,05/10/2011,2.851716995239258,-0.18981119658046708
20/10/2010,ABA.NZ,3.499704122543335,,,,06/10/2011,2.8798067569732666,-0.177128506829192
21/10/2010,ABA.NZ,3.513110399246216,,,,07/10/2011,2.8798067569732666,-0.18026864239986107
22/10/2010,ABA.NZ,3.513110399246216,,,,10/10/2011,2.9500465393066406,-0.16027502581768793
25/10/2010,ABA.NZ,3.513110399246216,,,,11/10/2011,3.0132670402526855,-0.14227943394570752
26/10/2010,ABA.NZ,3.51981782913208,,,,12/10/2011,3.020285129547119,-0.14192004354615595
27/10/2010,ABA.NZ,3.51981782913208,,,,13/10/2011,3.020285129547119,-0.14192004354615595
28/10/2010,ABA.NZ,3.513110399246216,,,,14/10/2011,3.020285129547119,-0.1402817485624246
29/10/2010,ABA.NZ,3.506404161453247,,,,17/10/2011,3.090524673461914,-0.11860569085651829
01/11/2010,ABA.NZ,3.499704122543335,,,,18/10/2011,3.160764217376709,-0.09684816010111985
02/11/2010,ABA.NZ,3.506404161453247,,,,19/10/2011,3.125648021697998,-0.1085887770557068
03/11/2010,ABA.NZ,3.506404161453247,,,,20/10/2011,3.160764217376709,-0.09857390311026948
04/11/2010,ABA.NZ,3.506404161453247,,,,21/10/2011,3.160764217376709,-0.09857390311026948
05/11/2010,ABA.NZ,3.506404161453247,,,,24/10/2011,3.160764217376709,-0.09857390311026948
08/11/2010,ABA.NZ,3.506404161453247,,,,25/10/2011,3.0413565635681152,-0.13262806467021493
09/11/2010,ABA.NZ,3.499704122543335,,,,26/10/2011,3.0343377590179443,-0.13297305921598757
10/11/2010,ABA.NZ,3.4929981231689453,,,,27/10/2011,3.090524673461914,-0.11522292183251903
11/11/2010,ABA.NZ,3.506404161453247,,,,28/10/2011,3.125648021697998,-0.1085887770557068
12/11/2010,ABA.NZ,3.4862911701202393,,,,31/10/2011,3.125648021697998,-0.10344607803076955
15/11/2010,ABA.NZ,3.4795844554901123,,,,01/11/2011,3.10457706451416,-0.10777361370960914
16/11/2010,ABA.NZ,3.4594717025756836,,,,02/11/2011,3.076479911804199,-0.11070817272080447
17/11/2010,ABA.NZ,3.385728120803833,,,,03/11/2011,3.0483829975128174,-0.09963739297853713
18/11/2010,ABA.NZ,3.41924786567688,,,,04/11/2011,3.0483829975128174,-0.10846387355736364
19/11/2010,ABA.NZ,3.41924786567688,,,,07/11/2011,3.0062406063079834,-0.12078892071988967
22/11/2010,ABA.NZ,3.41924786567688,,,,08/11/2011,2.9360010623931885,-0.1413313167888831
23/11/2010,ABA.NZ,3.3991353511810303,,,,09/11/2011,2.8798067569732666,-0.1527825580782839
24/11/2010,ABA.NZ,3.3991353511810303,,,,10/11/2011,2.8446907997131348,-0.16311340802455943
25/11/2010,ABA.NZ,3.352203130722046,,,,11/11/2011,2.8446907997131348,-0.15139665205777542
26/11/2010,ABA.NZ,3.41924786567688,,,,14/11/2011,2.8798067569732666,-0.15776601460181794
29/11/2010,ABA.NZ,3.41924786567688,,,,15/11/2011,2.8798067569732666,-0.15776601460181794
30/11/2010,ABA.NZ,3.412541151046753,,,,16/11/2011,2.8446907997131348,-0.16640102674203283
01/12/2010,ABA.NZ,3.3790221214294434,,,,17/11/2011,2.8446907997131348,-0.1581319395122125
02/12/2010,ABA.NZ,3.3589096069335938,,,,18/11/2011,2.80956768989563,-0.16354769294892324
03/12/2010,ABA.NZ,3.3656160831451416,,,,21/11/2011,2.851716995239258,-0.15269094133447603
06/12/2010,ABA.NZ,3.3656160831451416,,,,22/11/2011,2.8306386470794678,-0.15895379117803055
07/12/2010,ABA.NZ,3.3656160831451416,,,,23/11/2011,2.8306386470794678,-0.15895379117803055
08/12/2010,ABA.NZ,3.352203130722046,,,,24/11/2011,2.80956768989563,-0.161874271834337
09/12/2010,ABA.NZ,3.3656160831451416,,,,25/11/2011,2.80956768989563,-0.16521444499691385
10/12/2010,ABA.NZ,3.3656160831451416,,,,28/11/2011,2.80956768989563,-0.16521444499691385
13/12/2010,ABA.NZ,3.3656160831451416,,,,29/11/2011,2.80956768989563,-0.16521444499691385
14/12/2010,ABA.NZ,3.3589096069335938,,,,30/11/2011,2.80956768989563,-0.16354769294892324
15/12/2010,ABA.NZ,3.3589096069335938,,,,01/12/2011,2.80956768989563,-0.16354769294892324
16/12/2010,ABA.NZ,3.285158634185791,,,,02/12/2011,2.77445125579834,-0.15545897025274924
17/12/2010,ABA.NZ,3.2650465965270996,,,,05/12/2011,2.669088840484619,-0.1825265699657631
20/12/2010,ABA.NZ,3.2650465965270996,,,,06/12/2011,2.669088840484619,-0.1825265699657631
21/12/2010,ABA.NZ,3.2516400814056396,,,,07/12/2011,2.669088840484619,-0.17915612624297328
22/12/2010,ABA.NZ,3.2248215675354004,,,,08/12/2011,2.648017406463623,-0.1788638995963443
23/12/2010,ABA.NZ,3.244933843612671,,,,09/12/2011,2.648017406463623,-0.1839533457127388
24/12/2010,ABA.NZ,3.278451919555664,,,,12/12/2011,2.6339728832244873,-0.19658029220648887
27/12/2010,ABA.NZ,3.278451919555664,,,,13/12/2011,2.5286102294921875,-0.22871822081353088
28/12/2010,ABA.NZ,3.278451919555664,,,,14/12/2011,2.5637335777282715,-0.2180048264743989
29/12/2010,ABA.NZ,3.278451919555664,,,,15/12/2011,2.5286102294921875,-0.22871822081353088
30/12/2010,ABA.NZ,3.2717530727386475,,,,16/12/2011,2.5286102294921875,-0.2271390373065062
31/12/2010,ABA.NZ,3.285158634185791,,,,19/12/2011,2.5707597732543945,-0.21746251565975183
03/01/2011,ABA.NZ,3.285158634185791,,,,20/12/2011,2.69718599319458,-0.17897846237094628
04/01/2011,ABA.NZ,3.4124505519866943,,,,21/12/2011,2.704212188720703,-0.2075453849004968
05/01/2011,ABA.NZ,3.285158634185791,,,,22/12/2011,2.739328145980835,-0.16615042041652794
06/01/2011,ABA.NZ,3.352203130722046,,,,23/12/2011,2.7463538646698,-0.1807316688239443
07/01/2011,ABA.NZ,3.352203130722046,,,,27/12/2011,2.7463538646698,-0.1807316688239443
10/01/2011,ABA.NZ,3.586555004119873,,,,28/12/2011,2.739328145980835,-0.2362230210231906
11/01/2011,ABA.NZ,3.586555004119873,,,,29/12/2011,2.8446907997131348,-0.20684590186252805
12/01/2011,ABA.NZ,3.586555004119873,,,,30/12/2011,2.9500465393066406,-0.17747071049574747
13/01/2011,ABA.NZ,3.318795919418335,,,,03/01/2012,2.8446907997131348,-0.14285455665749214
14/01/2011,ABA.NZ,3.298393964767456,,,,04/01/2012,2.8446907997131348,-0.13755275139981904
17/01/2011,ABA.NZ,3.3936002254486084,,,,05/01/2012,2.8446907997131348,-0.16174840560747306
18/01/2011,ABA.NZ,3.400402784347534,,,,06/01/2012,2.9430270195007324,-0.1345063493513644
19/01/2011,ABA.NZ,3.407205820083618,,,,09/01/2012,2.9360010623931885,-0.1382965346304984
20/01/2011,ABA.NZ,3.407205820083618,,,,10/01/2012,2.933014154434204,-0.13917317904727478
21/01/2011,ABA.NZ,3.407205820083618,,,,11/01/2012,2.9974026679992676,-0.12027543204721736
24/01/2011,ABA.NZ,3.400402784347534,,,,12/01/2012,2.954474449157715,-0.1311398570906016
25/01/2011,ABA.NZ,3.407205820083618,,,,13/01/2012,2.990246534347534,-0.12237572596241075
26/01/2011,ABA.NZ,3.3800015449523926,,,,16/01/2012,2.961630344390869,-0.12377840512715388
27/01/2011,ABA.NZ,3.407205820083618,,,,17/01/2012,2.990246534347534,-0.12237572596241075
28/01/2011,ABA.NZ,3.407205820083618,,,,18/01/2012,2.9401700496673584,-0.1370729551068911
31/01/2011,ABA.NZ,3.407205820083618,,,,19/01/2012,2.933014154434204,-0.13917317904727478
01/02/2011,ABA.NZ,3.3936002254486084,,,,20/01/2012,2.8614768981933594,-0.15680200727971905
02/02/2011,ABA.NZ,3.400402784347534,,,,23/01/2012,2.8614768981933594,-0.15848883803851588
03/02/2011,ABA.NZ,3.3664021492004395,,,,24/01/2012,2.8614768981933594,-0.14998958194195722
04/02/2011,ABA.NZ,3.3595991134643555,,,,25/01/2012,2.933014154434204,-0.12697495880401788
07/02/2011,ABA.NZ,3.298393964767456,,,,26/01/2012,2.933014154434204,-0.11077506636142898
08/02/2011,ABA.NZ,3.305189609527588,,,,27/01/2012,2.933014154434204,-0.11260335988608505
09/02/2011,ABA.NZ,3.311992883682251,,,,30/01/2012,2.9473254680633545,-0.11010513259722399
10/02/2011,ABA.NZ,3.311992883682251,,,,31/01/2012,2.9687860012054443,-0.10362548910287261
11/02/2011,ABA.NZ,3.2303860187530518,,,,01/02/2012,2.9687860012054443,-0.08098103942654711
14/02/2011,ABA.NZ,3.2303860187530518,,,,02/02/2012,2.9974026679992676,-0.07212244895850473
15/02/2011,ABA.NZ,3.0671653747558594,,,,03/02/2012,3.004551649093628,-0.020414199435599523
16/02/2011,ABA.NZ,2.992353677749634,,,,06/02/2012,3.004551649093628,0.0040763802202576915
17/02/2011,ABA.NZ,3.0943686962127686,,,,07/02/2012,3.004551649093628,-0.02902596811720226
18/02/2011,ABA.NZ,3.1623783111572266,,,,08/02/2012,3.219162702560425,0.017956229715735406
21/02/2011,ABA.NZ,3.1691739559173584,,,,09/02/2012,3.219162702560425,0.0157734309755162
22/02/2011,ABA.NZ,3.1419761180877686,,,,10/02/2012,3.1833972930908203,0.013183160357138846
23/02/2011,ABA.NZ,3.128370761871338,,,,13/02/2012,3.0832440853118896,-0.01442497708694035
24/02/2011,ABA.NZ,3.1147711277008057,,,,14/02/2012,3.1118602752685547,-0.0009345317241333806
25/02/2011,ABA.NZ,3.128370761871338,,,,15/02/2012,3.0546278953552246,-0.023572291179451366
28/02/2011,ABA.NZ,3.196377992630005,,,,16/02/2012,3.0546278953552246,-0.04434710087530891
01/03/2011,ABA.NZ,3.128370761871338,,,,17/02/2012,3.0546278953552246,-0.023572291179451366
02/03/2011,ABA.NZ,3.1215741634368896,,,,20/02/2012,3.0760879516601562,-0.014571562101427848
03/03/2011,ABA.NZ,3.0943686962127686,,,,21/02/2012,3.0760879516601562,-0.005907746085651144
04/03/2011,ABA.NZ,3.128370761871338,,,,22/02/2012,3.0760879516601562,-0.01671247246279306
07/03/2011,ABA.NZ,3.1147711277008057,,,,23/02/2012,3.0760879516601562,-0.012419267565640935
08/03/2011,ABA.NZ,3.128370761871338,,,,24/02/2012,3.0617835521698,-0.021284948227078715
09/03/2011,ABA.NZ,3.128370761871338,,,,27/02/2012,3.097548246383667,-0.009852577534394724
10/03/2011,ABA.NZ,3.128370761871338,,,,28/02/2012,3.0546278953552246,-0.023572291179451366
11/03/2011,ABA.NZ,3.080763816833496,,,,29/02/2012,3.0546278953552246,-0.008483584926394894
14/03/2011,ABA.NZ,3.060361862182617,,,,01/03/2012,3.0546278953552246,-0.001873623801893487
15/03/2011,ABA.NZ,3.0467631816864014,,,,02/03/2012,3.0546278953552246,0.002581334091240395
16/03/2011,ABA.NZ,2.992353677749634,,,,05/03/2012,3.097548246383667,0.03515445698021358
17/03/2011,ABA.NZ,2.985558032989502,,,,06/03/2012,3.097548246383667,0.03751064697343254
18/03/2011,ABA.NZ,2.9379513263702393,,,,07/03/2012,3.004551649093628,0.022668967360215397
21/03/2011,ABA.NZ,2.9243452548980713,,,,08/03/2012,3.0260112285614014,0.034765379871972035
22/03/2011,ABA.NZ,3.060361862182617,,,,09/03/2012,3.004551649093628,-0.018236475162837773
23/03/2011,ABA.NZ,2.985558032989502,,,,12/03/2012,3.004551649093628,0.006361831153255837
24/03/2011,ABA.NZ,3.0535659790039062,,,,13/03/2012,3.004551649093628,-0.016051505108223396
25/03/2011,ABA.NZ,3.060361862182617,,,,14/03/2012,3.004551649093628,-0.018236475162837773
28/03/2011,ABA.NZ,3.0943686962127686,,,,15/03/2012,3.004551649093628,-0.02902596811720226
29/03/2011,ABA.NZ,3.0671653747558594,,,,16/03/2012,3.004551649093628,-0.020414199435599523
30/03/2011,ABA.NZ,3.060361862182617,,,,19/03/2012,2.9687860012054443,-0.029923213365318113
31/03/2011,ABA.NZ,3.080763816833496,,,,20/03/2012,2.954474449157715,-0.04099287552837638
01/04/2011,ABA.NZ,3.073967456817627,,,,21/03/2012,2.954474449157715,-0.0388725675657019
04/04/2011,ABA.NZ,3.0943686962127686,,,,22/03/2012,2.954474449157715,-0.0452093014081586
05/04/2011,ABA.NZ,3.0943686962127686,,,,23/03/2012,2.954474449157715,-0.0452093014081586
06/04/2011,ABA.NZ,3.0875661373138428,,,,26/03/2012,2.954474449157715,-0.04310569627891969
07/04/2011,ABA.NZ,3.0943686962127686,,,,27/03/2012,2.933014154434204,-0.0521445753946671
08/04/2011,ABA.NZ,3.0875661373138428,,,,28/03/2012,2.897249221801758,-0.0616397858533515
11/04/2011,ABA.NZ,3.0943686962127686,,,,29/03/2012,2.8614768981933594,-0.07526310562294924
12/04/2011,ABA.NZ,3.060361862182617,,,,30/03/2012,2.875788688659668,-0.06031089846065252
13/04/2011,ABA.NZ,3.060361862182617,,,,02/04/2012,2.875788688659668,-0.06031089846065252
14/04/2011,ABA.NZ,3.080763816833496,,,,03/04/2012,2.897249221801758,-0.05956788833632831
15/04/2011,ABA.NZ,3.0943686962127686,,,,04/04/2012,2.933014154434204,-0.0521445753946671
18/04/2011,ABA.NZ,3.0943686962127686,,,,05/04/2012,2.897249221801758,-0.06370264624647581
19/04/2011,ABA.NZ,3.0943686962127686,,,,09/04/2012,2.897249221801758,-0.06370264624647581
20/04/2011,ABA.NZ,3.0875661373138428,,,,10/04/2012,3.033167600631714,-0.0176185818417659
21/04/2011,ABA.NZ,3.0875661373138428,,,,11/04/2012,2.9687860012054443,-0.03847047506866885
25/04/2011,ABA.NZ,3.0875661373138428,,,,12/04/2012,3.004551649093628,-0.02688670769411816
26/04/2011,ABA.NZ,3.073967456817627,,,,13/04/2012,3.004551649093628,-0.022581829085420058
27/04/2011,ABA.NZ,3.060361862182617,,,,16/04/2012,2.9187092781066895,-0.04628622053697362
28/04/2011,ABA.NZ,3.060361862182617,,,,17/04/2012,2.933014154434204,-0.041611977107043785
29/04/2011,ABA.NZ,3.060361862182617,,,,18/04/2012,2.9187092781066895,-0.04628622053697362
02/05/2011,ABA.NZ,3.0875661373138428,,,,19/04/2012,2.9687860012054443,-0.03847047506866885
03/05/2011,ABA.NZ,3.060361862182617,,,,20/04/2012,2.9687860012054443,-0.029923213365318113
04/05/2011,ABA.NZ,2.9991567134857178,,,,23/04/2012,2.9687860012054443,-0.010126417250459596
05/05/2011,ABA.NZ,2.9991567134857178,,,,24/04/2012,2.983090877532959,-0.00535678441893972
06/05/2011,ABA.NZ,3.0263609886169434,,,,25/04/2012,2.983090877532959,-0.014297736207523282
09/05/2011,ABA.NZ,3.0331571102142334,,,,26/04/2012,2.9687860012054443,-0.02122247765933971
10/05/2011,ABA.NZ,3.060361862182617,,,,27/04/2012,3.004551649093628,-0.018236475162837773
11/05/2011,ABA.NZ,3.0943686962127686,,,,30/04/2012,2.9687860012054443,-0.040584270116559185
12/05/2011,ABA.NZ,3.060361862182617,,,,01/05/2012,2.9687860012054443,-0.029923213365318113
13/05/2011,ABA.NZ,3.060361862182617,,,,02/05/2012,2.9687860012054443,-0.029923213365318113
16/05/2011,ABA.NZ,3.060361862182617,,,,03/05/2012,3.004551649093628,-0.018236475162837773
17/05/2011,ABA.NZ,3.060361862182617,,,,04/05/2012,3.004551649093628,-0.018236475162837773
18/05/2011,ABA.NZ,3.128370761871338,,,,07/05/2012,2.983090877532959,-0.04643947134049897
19/05/2011,ABA.NZ,3.196377992630005,,,,08/05/2012,2.983090877532959,-0.06672775109477946
20/05/2011,ABA.NZ,3.2303860187530518,,,,09/05/2012,2.983090877532959,-0.07655281436475203
23/05/2011,ABA.NZ,3.1487717628479004,,,,10/05/2012,2.9687860012054443,-0.05716062490336493
24/05/2011,ABA.NZ,3.1419761180877686,,,,11/05/2012,3.0403237342834473,-0.03235300969320787
25/05/2011,ABA.NZ,3.1419761180877686,,,,14/05/2012,3.0403237342834473,-0.03235300969320787
26/05/2011,ABA.NZ,3.175976514816284,,,,15/05/2012,3.033167600631714,-0.044965355857749856
27/05/2011,ABA.NZ,3.196377992630005,,,,16/05/2012,2.8614768981933594,-0.10477518466490454
30/05/2011,ABA.NZ,3.196377992630005,,,,17/05/2012,2.8614768981933594,-0.10477518466490454
31/05/2011,ABA.NZ,3.1555747985839844,,,,18/05/2012,2.8614768981933594,-0.09319947051250277
01/06/2011,ABA.NZ,3.1487717628479004,,,,21/05/2012,2.8614768981933594,-0.09124029503958009
02/06/2011,ABA.NZ,3.1487717628479004,,,,22/05/2012,2.825712203979492,-0.10259859500779367
03/06/2011,ABA.NZ,3.128370761871338,,,,23/05/2012,2.8614768981933594,-0.08531401294593588
06/06/2011,ABA.NZ,3.128370761871338,,,,24/05/2012,2.868633270263672,-0.08302644135834314
07/06/2011,ABA.NZ,3.128370761871338,,,,25/05/2012,2.875788688659668,-0.08073917461771052
08/06/2011,ABA.NZ,3.128370761871338,,,,28/05/2012,2.868633270263672,-0.08302644135834314
09/06/2011,ABA.NZ,3.128370761871338,,,,29/05/2012,2.868633270263672,-0.08302644135834314
10/06/2011,ABA.NZ,3.1623783111572266,,,,30/05/2012,2.868633270263672,-0.09288738158151066
13/06/2011,ABA.NZ,3.128370761871338,,,,31/05/2012,3.004551649093628,-0.03957942398862069
14/06/2011,ABA.NZ,3.128370761871338,,,,01/06/2012,2.933014154434204,-0.06244675657314824
15/06/2011,ABA.NZ,3.1623783111572266,,,,04/06/2012,2.933014154434204,-0.0725290063854157
16/06/2011,ABA.NZ,3.1691739559173584,30/06/2010,,,05/06/2012,2.933014154434204,-0.07451777806081172
17/06/2011,ABA.NZ,3.1691739559173584,01/07/2010,3.26973032951355,-0.03075372078502614,06/06/2012,2.933014154434204,-0.07451777806081172
20/06/2011,ABA.NZ,3.128370761871338,02/07/2010,3.263201951980591,-0.0413186778180914,07/06/2012,2.975942373275757,-0.04872452794067195
21/06/2011,ABA.NZ,3.107968330383301,05/07/2010,3.263201951980591,-0.04757095144021706,08/06/2012,2.983090877532959,-0.0401797700541372
22/06/2011,ABA.NZ,3.060361862182617,06/07/2010,3.25667405128479,-0.06027996232067678,11/06/2012,2.983090877532959,-0.025248969935388388
23/06/2011,ABA.NZ,3.0671653747558594,07/07/2010,3.25667405128479,-0.05819086391349715,12/06/2012,2.9687860012054443,-0.03207501439606786
24/06/2011,ABA.NZ,3.080763816833496,08/07/2010,3.2175166606903076,-0.042502606288749356,13/06/2012,2.875788688659668,-0.06653386639177938
27/06/2011,ABA.NZ,3.060361862182617,09/07/2010,3.2305727005004883,-0.05268751212176759,14/06/2012,2.875788688659668,-0.06031089846065252
28/06/2011,ABA.NZ,3.060361862182617,12/07/2010,3.263201951980591,-0.06215983343441567,15/06/2012,2.897249221801758,-0.0532984815934574
29/06/2011,ABA.NZ,3.0059595108032227,13/07/2010,3.263201951980591,-0.07883129667204192,18/06/2012,2.9687860012054443,-0.012366603563414347
30/06/2011,ABA.NZ,3.060361862182617,14/07/2010,3.295836925506592,-0.07144621188676703,19/06/2012,2.9687860012054443,-0.029923213365318113
01/07/2011,ABA.NZ,3.060361862182617,15/07/2010,3.263201951980591,-0.06215983343441567,20/06/2012,2.9687860012054443,-0.029923213365318113
